11-12 -1.241051e-01 6.199591e-02 4.803448e-02 6.388464e-02
11-12 -1.229198e-01 6.061327e-02 -3.850115e-02 9.917675e-02
11-12 -1.161059e-01 6.207400e-02 4.575173e-02 -3.894282e-02
11-12 -1.169024e-01 6.549633e-02 5.013320e-02 -1.768145e-02
11-12 -7.105718e-02 7.536310e-02 -2.431450e-01 5.120534e-02
11-12 -1.225892e-01 7.136014e-02 4.811386e-03 1.010095e-02
11-12 -1.280226e-01 6.380586e-02 7.302347e-02 -6.742523e-02
11-12 -1.192519e-01 6.493607e-02 1.285466e-01 3.516284e-02
11-12 -1.098294e-01 6.936558e-02 1.171469e-01 8.838768e-02
11-12 -1.021382e-01 6.350653e-02 4.803924e-02 6.780471e-03
11-12 -1.101558e-01 6.260883e-02 1.109367e-01 -3.663247e-02
11-12 -1.099950e-01 6.505976e-02 8.028943e-02 9.363691e-02
11-12 -1.131973e-01 6.274343e-02 1.300332e-04 1.006670e-01
11-12 -1.136382e-01 6.013799e-02 3.930017e-02 2.097132e-02
11-12 -1.101309e-01 6.151024e-02 -7.051721e-03 -1.722108e-02
11-12 -1.152872e-01 5.902726e-02 -1.286652e-01 -1.890104e-03
11-12 -1.279480e-01 6.269664e-02 -1.434091e-01 -4.728301e-02
11-12 -1.325836e-01 7.231940e-02 -7.407709e-02 -9.515866e-02
11-12 -1.214228e-01 6.621080e-02 -2.718810e-02 -2.805214e-02
11-12 -1.180697e-01 5.898779e-02 -8.305337e-02 -1.750096e-02
11-12 -1.317433e-01 6.530240e-02 -7.847804e-02 2.720178e-03
11-12 -1.379462e-01 7.350699e-02 -4.201630e-02 -4.569371e-02
11-12 -1.035948e-01 6.810065e-02 1.091528e-01 -4.305293e-02
11-12 -1.109301e-01 6.570537e-02 2.432555e-02 2.994184e-02
11-12 -9.013062e-02 6.650731e-02 3.338481e-02 7.122467e-02
11-12 -1.202425e-01 6.588899e-02 8.671304e-02 -8.353515e-02
11-12 -1.056715e-01 5.626602e-02 1.056019e-01 -2.697114e-02
11-12 -1.245100e-01 5.885507e-02 -1.297377e-02 5.318245e-02
11-12 -1.339900e-01 6.008222e-02 5.078767e-02 -2.290114e-03
11-12 -1.296848e-01 5.852028e-02 1.213898e-01 -1.623874e-01
11-12 -1.185569e-01 6.099845e-02 2.021560e-02 6.770342e-03
12-13 -1.142337e-01 5.534407e-02 1.511684e-01 1.157458e-01
12-13 -1.218072e-01 5.870738e-02 1.637176e-01 -2.782164e-02
12-13 -1.167325e-01 6.251815e-02 3.959043e-02 1.759322e-01
12-13 -8.489929e-02 5.625517e-02 1.652121e-01 3.281178e-01
12-13 -1.135589e-01 5.093850e-02 2.313832e-01 1.173451e-01
12-13 -1.089149e-01 5.636287e-02 1.411601e-01 7.688422e-02
12-13 -1.006690e-01 6.061619e-02 -4.240793e-03 2.213552e-01
12-13 -1.079874e-01 6.048276e-02 -8.431803e-03 6.048418e-02
12-13 -1.116248e-01 6.887618e-02 6.213452e-02 -3.689320e-02
12-13 -1.015826e-01 7.491192e-02 9.161860e-02 1.551160e-01
12-13 -9.946349e-02 6.669665e-02 1.243839e-01 1.771342e-01
12-13 -1.071726e-01 6.276870e-02 1.481628e-01 -6.670476e-03
12-13 -1.017855e-01 6.681756e-02 7.350485e-02 2.615218e-02
12-13 -9.326701e-02 6.654520e-02 -7.601292e-03 8.170674e-03
12-13 -9.650225e-02 5.940809e-02 4.186753e-02 -9.360580e-03
12-13 -1.033767e-01 5.805944e-02 9.387906e-02 -1.934110e-02
12-13 -1.029366e-01 6.659243e-02 8.697709e-02 7.503573e-02
12-13 -1.048006e-01 7.270476e-02 4.756973e-02 -8.410780e-03
12-13 -1.008341e-01 7.018887e-02 4.731901e-02 4.346367e-02
12-13 -9.445998e-02 6.603958e-02 5.099853e-02 -4.800347e-04
12-13 -9.588985e-02 6.761698e-02 2.309394e-02 -7.419541e-02
12-13 -1.036060e-01 6.992135e-02 -3.732730e-02 -8.300660e-03
12-13 -1.028332e-01 7.232035e-02 -5.113969e-02 5.388479e-02
12-13 -1.065976e-01 7.735357e-02 -1.825379e-02 -9.636001e-02
12-13 -1.230850e-01 8.340531e-02 -5.895641e-02 -7.753952e-02
12-13 -1.236614e-01 8.046341e-02 -5.633550e-02 5.467599e-02
12-13 -1.262039e-01 7.507999e-02 2.170635e-03 3.853339e-02
12-13 -1.191345e-01 7.204595e-02 -1.034273e-02 -7.464592e-02
12-13 -1.170979e-01 7.153984e-02 -1.047269e-01 -2.126173e-02
12-13 -1.116239e-01 6.538081e-02 -7.923849e-02 8.499615e-02
12-13 -1.585578e-02 6.726451e-02 -1.429605e-01 5.010381e-03
12-13 -1.056147e-01 7.628256e-02 4.963028e-02 6.780663e-03
12-13 -1.046347e-01 7.980975e-02 -4.338920e-02 3.509376e-02
12-13 -5.438968e-02 7.504322e-02 -8.110404e-03 3.681348e-02
12-13 -8.485218e-02 7.547696e-02 -1.754234e-02 -6.357617e-02
12-13 -1.115196e-01 7.493438e-02 -2.801665e-02 -6.604645e-02
12-13 -1.192410e-01 7.122910e-02 -1.005879e-01 -7.443643e-02
12-13 -1.182712e-01 7.163452e-02 -5.688531e-02 -1.447524e-01
12-13 -1.228974e-01 7.095399e-02 -5.701646e-02 -2.205981e-01
12-13 -1.225289e-01 6.897128e-02 -1.152528e-01 -5.496436e-02
12-13 -1.171885e-01 6.823081e-02 -9.719547e-02 -6.744542e-02
12-13 -8.796316e-02 6.407240e-02 -7.833164e-02 -1.063777e-01
12-13 -9.916315e-02 5.560920e-02 1.376247e-02 -4.023233e-02
12-13 -9.141793e-02 5.350939e-02 -2.657378e-02 4.643251e-02
12-13 -9.387391e-02 5.774583e-02 -4.662731e-02 -7.798469e-02
12-13 -9.812655e-02 6.279760e-02 -1.580275e-02 -7.349522e-02
12-13 -1.051435e-01 6.599872e-02 -2.821570e-02 1.328110e-02
12-13 -1.110393e-01 6.926313e-02 -1.067250e-02 -3.880383e-02
12-13 -1.103094e-01 6.597719e-02 -2.088494e-02 -1.290418e-01
12-13 -1.054349e-01 5.904528e-02 -2.763591e-02 -2.391170e-02
12-13 -1.010810e-01 5.874543e-02 -1.058210e-02 2.207154e-02
12-13 -1.010002e-01 5.939960e-02 7.802562e-02 3.781281e-02
12-13 -9.897622e-02 5.371157e-02 9.634832e-02 8.513565e-02
12-13 -9.511896e-02 5.044217e-02 -1.350235e-02 3.151190e-02
12-13 -9.419358e-02 5.123455e-02 -9.852703e-02 3.323204e-02
12-13 -9.107985e-02 5.180758e-02 -6.744013e-02 1.115070e-02
12-13 -3.222967e-02 4.971042e-02 2.743034e-02 3.866221e-02
12-13 -8.734071e-02 5.250724e-02 2.313328e-02 2.843180e-02
12-13 -8.922206e-02 5.075009e-02 -6.811063e-02 1.237778e-01
12-13 -9.013964e-02 4.487376e-02 -1.057463e-01 2.400125e-04
13-14 -9.861103e-02 7.000359e-02 -5.280066e-02 7.706718e-02
13-14 -9.385190e-02 6.979350e-02 -9.453744e-02 1.249217e-01
13-14 -8.968885e-02 6.068826e-02 8.972547e-02 -5.928420e-02
13-14 -8.860277e-02 5.990964e-02 1.569064e-01 -2.560178e-02
13-14 -9.157644e-02 6.428065e-02 1.791325e-02 1.232201e-01
13-14 -5.559181e-02 6.478448e-02 -8.780529e-03 -5.930480e-02
13-14 -8.346270e-03 5.859963e-02 4.430001e-02 -2.582166e-01
13-14 -8.769095e-02 5.700204e-02 -6.442094e-02 -1.429392e-01
13-14 -8.740073e-02 6.159230e-02 -3.907645e-02 2.580198e-03
13-14 -7.815161e-02 5.895269e-02 -4.952640e-02 -1.658016e-01
13-14 -8.591938e-02 6.100697e-02 -9.514579e-02 -1.933742e-01
13-14 -8.725465e-02 6.738241e-02 -1.514056e-01 -4.442394e-02
13-14 -8.470115e-02 6.880538e-02 -4.755754e-02 1.870171e-03
13-14 -7.907030e-02 5.886066e-02 -2.088294e-02 -4.589318e-02
13-14 -8.053900e-02 6.011166e-02 -8.690286e-02 -1.342100e-02
13-14 -7.631052e-02 6.310891e-02 -9.301198e-02 1.217103e-02
13-14 -6.985481e-02 6.154956e-02 6.870707e-03 3.908305e-02
13-14 -7.654320e-02 5.868548e-02 2.836367e-02 8.287591e-02
13-14 -8.431727e-02 6.532644e-02 -4.343694e-02 1.493131e-02
13-14 -7.754793e-02 6.457087e-02 -5.312688e-02 -2.504220e-02
13-14 -4.994619e-02 6.138451e-02 5.060225e-03 7.756591e-02
13-14 -8.002360e-02 6.034239e-02 1.670221e-03 3.731273e-02
13-14 -8.254624e-02 6.640286e-02 -1.600227e-04 -6.309536e-02
13-14 -7.628991e-02 6.292989e-02 1.837224e-02 7.083537e-02
13-14 -8.174710e-02 6.073530e-02 4.991720e-02 1.130880e-01
13-14 -8.528679e-02 6.381499e-02 1.277802e-01 1.859149e-02
13-14 -8.140073e-02 6.577950e-02 5.870806e-03 -1.609137e-02
13-14 -8.207736e-02 6.047649e-02 -3.800504e-03 1.060677e-01
13-14 -8.354221e-02 5.431210e-02 1.296183e-01 8.465480e-02
13-14 -7.289380e-02 5.764531e-02 1.421156e-01 8.702539e-02
13-14 -2.575666e-02 6.225298e-02 9.412189e-02 1.458914e-01
13-14 -8.943012e-02 6.621035e-02 2.460420e-02 8.009738e-02
13-14 -8.134412e-02 5.626711e-02 7.023994e-02 -5.523390e-02
13-14 -6.858625e-02 5.569172e-02 -2.283217e-02 5.984419e-02
13-14 -7.783546e-02 6.391755e-02 9.267248e-02 1.615547e-01
13-14 -8.761817e-02 6.613154e-02 7.346252e-02 9.125823e-02
13-14 -8.688287e-02 5.897930e-02 1.155188e-01 6.671478e-02
13-14 -9.446295e-02 5.917740e-02 7.246371e-02 1.702729e-01
13-14 -8.912766e-02 5.325120e-02 2.157359e-02 1.957829e-01
13-14 -8.714927e-02 4.976183e-02 9.679544e-02 8.818495e-02
13-14 -9.322302e-02 4.888683e-02 1.162902e-01 8.781505e-02
13-14 -7.915689e-02 5.433077e-02 8.851025e-02 1.431404e-01
13-14 -9.203994e-02 4.692782e-02 6.090021e-02 6.429351e-02
13-14 -8.307019e-02 4.356330e-02 1.767444e-01 -3.232148e-02
13-14 -9.379430e-02 5.239110e-02 1.205805e-01 6.585450e-02
13-14 -9.836017e-02 6.015212e-02 6.783324e-02 1.422822e-01
13-14 -9.738263e-02 5.402667e-02 1.390875e-01 9.819621e-02
13-14 -9.779399e-02 5.656121e-02 1.115318e-01 6.775460e-02
13-14 -9.575837e-02 6.595018e-02 1.107209e-02 1.573951e-01
13-14 -1.014176e-01 6.418087e-02 2.031465e-02 1.397128e-01
13-14 -1.015640e-01 5.731172e-02 1.622672e-01 1.080579e-01
13-14 -1.012015e-01 5.545605e-02 1.843298e-01 1.308892e-01
13-14 -1.014641e-01 5.725848e-02 1.127743e-01 1.615819e-01
13-14 -1.024165e-01 5.679338e-02 9.074041e-02 7.555530e-02
13-14 -1.126004e-01 6.023649e-02 1.139312e-01 -2.699208e-02
13-14 -1.095557e-01 5.735061e-02 7.590001e-02 -3.033215e-02
13-14 -4.187557e-02 5.485126e-02 2.049180e-01 2.249136e-02
13-14 -1.032959e-01 5.153910e-02 3.345748e-02 7.470380e-03
13-14 -1.091482e-01 5.640202e-02 5.563345e-02 -1.555094e-02
13-14 -1.126421e-01 6.136067e-02 -2.733710e-02 6.900519e-04
